faculty,partner_uni,partner_uni_module_1,partner_uni_module_1_title,partner_uni_module_1_credits,partner_uni_module_2,partner_uni_module_2_title,partner_uni_module_2_credits,nus_module_1,nus_module_1_title,nus_module_1_credits,nus_module_2,nus_module_2_title,nus_module_2_credits
NUS Business School,Norwegian School of Economics & Business Admin,MIE424,DISTRIBUTION CHANNELS & B2B MARKETING,7.5,,,,MKT3414,Marketing Channels,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS429,DYNAMIC PRICING AND REVENUE OPTIMIZATION,7.5,,,,DSC3224,Dynamic Pricing & Revenue Mana,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MKT1100,INTERNATIONAL MARKETING,7.5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,GFO301,BUSINESS LOCATIONS DECISION,7.5,,,,DSC3222Z,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA022,ECONOMIC GROWTH AND DEVELOPMENT,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS432,OPERATIONS MANAGEMENT,7.5,,,,DSC2006,Operations Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MIE433,COMPETITIVE STRATEGY,7.5,,,,BSP4511,Industry & Competitive Analys,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECO426,"GLOBALIZATION, FIRM BEHAVIOR, AND PUBLIC POLICY/STRATEGIC FIRM BEHAVIOR IN A GLOBAL SETTING",7.5,,,,BSP4512,Global Strategic Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA033,MANAGEMENT CONSULTING,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM401,CONSUMER BEHAVIOR,7.5,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,STR444,(INNOVATION MANAGEMENT AND) ENTREPRENEURSHIP,7.5,,,,TR3002,New Venture Creation,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA036,PURCHASING STRATEGY AND SUPPLY CHAIN MANAGEMENT,7.5,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MAR307,INTERNATIONAL MARKETING,7.5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA039,ACCOUNTING ETHICS: ETHICAL DECISION MAKING FOR ACCOUNTING PRACTICE,7.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA018,SOCIAL MEDIA MARKETING RESEARCH,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE441,TAXES AND BUSINESS STRATEGY,7.5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ENE420,ECONOMIC DECISION MODELS,7.5,,,,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM402,BRAND EQUITY AND PRICING,7.5,,,,MKT4413,Pricing Strategy,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA028,CORPORATE GOVERNANCE AND ACCOUNTING,7.5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECO422,ADVANCED CORPORATE FINANCE,7.5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE439,EMPIRICAL ANALYSES OF FINANCIAL AND COMMODITY MARKETS,7.5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA043,MARITIME HISTORY AND ECONOMICS,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA045,EAST ASIAN CULTURE AND COMMUNICATION,7.5,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,STR404,STRATEGIC ANALYSIS,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA047,SOCIAL MEDIA NETWORKS,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA044,CASES IN STRATEGY AND MARKETING,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA048,TAXATION & POLICY ANALYSIS,7.5,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA049,ECONOMIC CRIME: DETECTION AND PREVENTION,7.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,HIS010,INTERNATIONAL ECONOMIC HISTORY FROM 1750 TO THE PRESENT,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,HIS012,HISTORICAL DEVELOPMENT OF MODERN BUSINESS,7.5,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE444,BANKING,7.5,,,,FIN3117,Bank Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM429,SERVICE INNOVATION,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECO423,PRINCIPLES OF DERIVATIVES PRICING AND RISK MANAGEMENT,7.5,,,,FIN3116,Options and Futures,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,ECN400,MACROECONOMIC THEORY AND POLICY,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,VOA011,FIRM STRATEGY AND COMPETITION,7.5,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM422,SOCIAL MEDIA MARKETING,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE437B,VALUATION,7.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS423,SIMULATION OF BUSINESS PROCESSES,7.5,,,,DSC3222Y,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM402B,Brand Management,7.5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE456,Fintech management,7.5,,,,FIN4123,FinTech Management,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE451,Applied Assets Management,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,MBM402B,BRAND MANAGEMENT,7.5,,,,MKT3424,Branding Strategy,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,NBD411,THE COLLABORATIVE ECONOMY,7.5,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,NBD411,VALUE-CREATION THROUGH SERVICE,7.5,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS457,FINANCIAL STATEMENT ANALYSIS AND VALUATION,7.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE425,Derivatives and Risk Management,7.5,,,,FIN3116,Options and Futures,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,FIE438,Applied Portfolio Management,7.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,INB421,International Business and Non-business accounting,7.5,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Norwegian School of Economics & Business Admin,BUS424,STRATEGIC FINANCIAL STATEMENT ANALYSIS,7.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Norwegian School of Economics & Business Admin,EXC2122,Strategic Management Accounting,7.5,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Warsaw School of Economics,121411,FINANCIAL ANALYSIS,4.5,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,Warsaw School of Economics,236071,EUROPEAN STRATEGIES AND INTERNATIONAL BUSINESS,4,,,,BSP4512,Global Strategic Management,4,,,
NUS Business School,Warsaw School of Economics,121031,BANKING,4.5,,,,FIN3117,Bank Management,4,,,
NUS Business School,Warsaw School of Economics,121261,INSURANCE,4.5,,,,FIN3119,Risk and Insurance,4,,,
NUS Business School,Warsaw School of Economics,120291,INTERNATIONAL MARKETING,4.5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Warsaw School of Economics,131891,OPTIMIZATION METHODS,3,120251,BUSINESS INFORMATICS I,3,DSC3222X,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Warsaw School of Economics,120891,WORLD ECONOMY,1.5,132151,BEHAVIORAL FINANCE,3,FIN3120X,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,220751,BANK MANAGEMENT,4.5,,,,FIN3117,Bank Management,4,,,
NUS Business School,Warsaw School of Economics,220281,INTERNATIONAL MARKETING,4.5,,,,MKT2412,Global Marketing,4,,,
NUS Business School,Warsaw School of Economics,110461,MACROECONOMICS I,6,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Warsaw School of Economics,120181,INTERNATIONAL FINANCE,3,120881,INTERNATIONAL FINANCIAL SETTLEMENTS,3,FIN3103,Financial Markets,4,,,
NUS Business School,Warsaw School of Economics,120861,INTERNATIONAL COMPETITIVENESS,3,222621,STRATEGIC MANAGEMENT,3,BSP3001,Strategic Management,4,,,
NUS Business School,Warsaw School of Economics,121061,ECONOMETRICS,6,,,,BSP4513,Econometrics: Theory and Pract,4,,,
NUS Business School,Warsaw School of Economics,110641,MANAGEMENT,6,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,Warsaw School of Economics,137151,INVESTMENT PROJECT FINANCIAL ANALYSIS WITH EXCEL,3,137291,FINANCIAL ENGINEERING IN PROJECT MANAGEMENT,3,FIN3120X,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,120701,PROJECT MANAGEMENT,3,136511,PROJECT MANAGEMENT,1.5,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Warsaw School of Economics,120641,INSURANCE,4.5,,,,FIN3119,Risk and Insurance,4,,,
NUS Business School,Warsaw School of Economics,121031,BANKING,4.5,131521,PRIVATE EQUITY/VENTURE CAPITAL,3,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,110591,MANAGEMENT,3,120671,ORGANIZATIONAL BEHAVIOUR,3,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Warsaw School of Economics,220431,INVESTMENT PORTFOLIO,4.5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Warsaw School of Economics,120931,INTERNATIONAL BUSINESS TRANSACTIONS,4.5,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,120591,COMPETITIVE STRATEGIES,3,132211,IT IN BUSINESS STRATEGY,1.5,BSP3001,Strategic Management,4,,,
NUS Business School,Warsaw School of Economics,120191,CORPORATE FINANCE,3,120211,PUBLIC FINANCE,3,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Warsaw School of Economics,130401,SERVICES MARKETING,3,136521,INTERNET MARKETING STRATEGIES,1.5,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Warsaw School of Economics,121260,INSURANCE,4.5,,,,FIN3119,Risk and Insurance,4,,,
NUS Business School,Warsaw School of Economics,120201,CORPORATE FINANCE,4.5,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,Warsaw School of Economics,234041,ADVANCED INVESTMENT BANKING,6,,,,FIN4112H,SIF: Investment Banking,4,,,
NUS Business School,Warsaw School of Economics,132491,SPREADSHEET SIMULATION,3,136171,E-BANKING,3,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,131541,METHODS OF COMPANIES_ VALUATIONS,3,132151,BEHAVIORAL FINANCE,3,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Warsaw School of Economics,121291,FINANCIAL MARKETS,4.5,,,,FIN3103,Financial Markets,4,,,
NUS Business School,Warsaw School of Economics,121061,ECONOMETRICS,6,,,,FIN4111,Research Methods in Finance,4,,,
NUS Business School,Warsaw School of Economics,132211,IT IN BUSINESS STRATEGY,1.5,120861,INTERNATIONAL COMPETITIVENESS,3,BSP3001,Strategic Management,4,,,
NUS Business School,Warsaw School of Economics,120591,COMPETITIVE STRATEGIES,3,120861,INTERNATIONAL COMPETITIVENESS,3,BSP3001,Strategic Management,4,,,
NUS Business School,Warsaw School of Economics,121021,OPERATIONS RESEARCH,6,,,,DSC3222Y,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Warsaw School of Economics,120181,INTERNATIONAL FINANCE,3,222341,INTERNATIONAL FINANCIAL MARKETS,3,FIN3103,Financial Markets,4,,,
NUS Business School,Warsaw School of Economics,120711,HUMAN RESOURCES MANAGEMENT,3,137681,INTERNATIONAL & STRATEGIC HUMAN RESOURCE MANAGEMENT (CNJO),3,MNO2302,Human Resource Management,4,,,
NUS Business School,Warsaw School of Economics,110471,MACROECONOMICS II,6,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Warsaw School of Economics,120111,MARKETING RESEARCH,3,130401,SERVICES MARKETING,3,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Warsaw School of Economics,222911,MANAGERIAL ACCOUNTING,5,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Warsaw School of Economics,139991,FUNDAMENTALS OF MANAGEMENT ACCOUNTING (CIMA),5,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Warsaw School of Economics,137844,FUNDAMENTALS OF MANAGEMENT ACCOUNTING (CIMA),5,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Warsaw School of Economics,DSC121541,INTERNATIONAL PROJECT MANAGEMENT,3,DSC120701,PROJECT MANAGEMENT,3,DSC3222,Tp In Ops&Suply Ch Mgt(TIOSCM),4,,,
NUS Business School,Warsaw School of Economics,MKT222301,Marketing of Places,3,MKT121451,GLOBAL MARKETING,3,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Warsaw School of Economics,FIN136171,E-Banking,3,FIN120891,World Economy,1.5,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Warsaw School of Economics,7682,Introduction To Financial Analysis,4,,,,ACC1002,Financial Accounting,4,,,
NUS Business School,Warsaw School of Economics,1320310058,Investment Banking,3,1321511232,Behavioral Finance,3,FIN3120X,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,1373110637,Project Risk And Value Management,3,1320310058,Investment Banking,3,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,137291,Financial Engineering In Project Management,3,136171,E-Banking,3,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Warsaw School of Economics,121031,Banking,4.5,131521,Private Equity/Venture Capital,3,FIN4112G,SIF: Private Equity,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1137,OPERATIONS MANAGEMENT,6,,,,DSC2006,Operations Management,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1104,BUSINESS ETHICS (AND SOCIAL RESPONSIBILITY),3.5,BIZ-DO-ZXY2000,LEADING COMPLEX ORGANIZATIONS,3.5,MNO2007,Leadership and Ethics,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1114,FINANCE I,7.5,,,,FIN2004,Finance,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1264,LEADERSHIP DEVELOPMENT,3.5,BIZ-DO-ZXY2004,LEADING COMPLEX ORGANIZATIONS,3.5,MNO2007,Leadership and Ethics,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1251,BUSINESS ETHICS (AND SOCIAL RESPONSIBILITY),3.5,BIZ-DO-ZXY2003,LEADERSHIP DEVELOPMENT,3.5,MNO2007,Leadership and Ethics,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1261,STRATEGY,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1327,PRODUCT AND CUSTOMER MANAGEMENT,5,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1349,BANK MANAGEMENT,5,,,,FIN3117,Bank Management,4,,,
NUS Business School,Catholic University of Portugal,BIZ-DO-ZXY1408,PORTFOLIO MANAGEMENT,5,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,Catholic University of Portugal,PU006,Business Strategy,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Universidade Nova De Lisboa,2235,CREDIT RISK,3.5,2141,GLOBAL ENERRGY MARKETS,3.5,FIN3120X,Topic in Finance,4,,,
NUS Business School,Universidade Nova De Lisboa,2388,LEADERSHIP AND CHANGE MANAGEMENT,3.5,1411,ETHICS AND SOCIAL RESPONSIBILITY,3.5,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,Universidade Nova De Lisboa,2223,INTERNATIONAL FINANCE,3.5,2137,EMPIRICAL MACROECONOMICS,3.5,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Universidade Nova De Lisboa,1207,STRATEGY,7.5,,,,BSP3001,Strategic Management,4,,,
NUS Business School,Universidade Nova De Lisboa,1107,MACROECONOMIC POLICIES,7.5,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,Universidade Nova De Lisboa,2338,INTERNATIONAL BUSINESS,3.5,2417,MANAGEMENT OF NON-PROFIT ORGANIZATIONS,3.5,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,Universidade Nova De Lisboa,2343,MARKETING ACROSS CULTURES,3.5,2348,NEW PRODUCT DEVELOPMENT,3.5,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Universidade Nova De Lisboa,2367,MARKETING PLANNING,7,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Universidade Nova De Lisboa,2233,MACROECONOMICS OF FINANCIAL MARKETS,3.5,2241,PROJECT FINANCE,3.5,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Universidade Nova De Lisboa,2389,CUSTOMER RELATIONSHIP MANAGEMENT,3.5,2397,INNOVATION MANAGEMENT,3.5,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,Universidade Nova De Lisboa,2329,CONSUMER AND MANAGERIAL DECISION MAKING,3.5,2330,CONSUMER BEHAVIOUR,3.5,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,Universidade Nova De Lisboa,224,REAL ESTATE FINANCE,3.5,2407,FIXED INCOME I,3.5,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Universidade Nova De Lisboa,1206,ORGANISATIONAL BEHAVIOUR,7.5,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,Universidade Nova De Lisboa,1204,MARKETING,7.5,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,Universidade Nova De Lisboa,2220,ENTREPRENEURIAL FINANCE & VENTURE CAPITAL,7,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Universidade Nova De Lisboa,2206,BANKING,7,,,,FIN3117,Bank Management,4,,,
NUS Business School,Universidade Nova De Lisboa,1203,FINANCE,7.5,,,,FIN2004,Finance,4,,,
NUS Business School,Universidade Nova De Lisboa,2334,GLOBAL HUMAN RESOURCES MANAGEMENT,3.5,2374,SOCIAL ENTREPRENEURSHIP,3.5,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Universidade Nova De Lisboa,2330,CONSUMER BEHAVIOR,3.5,2389,CUSTOMER RELATIONSHIP MANAGEMENT,3.5,MKT3417,Customer Relationship Manageme,4,,,
NUS Business School,Universidade Nova De Lisboa,2161,MICROFINANCE,3.5,2222,FINANCIAL STATEMENT ANALYSIS,3.5,FIN3120X,Topic in Finance,4,,,
NUS Business School,Universidade Nova De Lisboa,1211,INTERNATIONAL MANAGEMENT,7.5,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,Universidade Nova De Lisboa,2419,POSITIVE ORGANIZATIONS,3.5,2334,GLOBAL HUMAN RESOURCES MANAGEMENT,3.5,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Universidade Nova De Lisboa,2375,CORPORATE SOCIAL RESPONSIBILITY,3.5,2380,ORGANIZATIONAL THEORY & DESIGN,3.5,MNO3303,Organisational Effectiveness,4,,,
NUS Business School,Universidade Nova De Lisboa,2351,PRICING STRATEGIES,3.5,2372,E-MARKETING,3.5,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,Universidade Nova De Lisboa,1205,OPERATIONS MANAGEMENT,7.5,,,,DSC2006,Operations Management,4,,,
NUS Business School,Universidade Nova De Lisboa,2243,REAL ESTATE FINANCE,3.5,2392,MARITIME BUSINESS AND ECONOMICS,3.5,FIN3120Y,Topic in Finance,4,,,
NUS Business School,Universidade Nova De Lisboa,2183,CORPORATE FINANCIAL POLICY,3.5,2248,FIXED INCOME I,3.5,FIN3120,Topics in Finance (TIF),4,,,
